order_id,order_date,month,member_id,country,category,product,quantity,unit_price,total_sales
ORD-912378,2024-03-11,2024-03,9821,Australia,Food,Pasta,8,68.95,551.6
ORD-275715,2024-03-10,2024-03,8322,India,Clothing,Shorts,3,237.24,711.72
ORD-339303,2024-03-03,2024-03,6527,Netherlands,Toys,Drone,6,48.76,292.56
ORD-384424,2024-03-09,2024-03,6136,Italy,Sports,Tennis Racket,7,306.64,2146.48
ORD-231113,2024-03-06,2024-03,8289,Japan,Sports,Jump Rope,1,100.1,100.1
ORD-166891,2024-03-06,2024-03,4844,Germany,Home & Garden,Candle,2,204.55,409.1
ORD-208976,2024-03-25,2024-03,8752,USA,Automotive,Car Charger,2,204.54,409.08
ORD-424398,2024-03-21,2024-03,5300,Canada,Office Supplies,Stapler,7,466.48,3265.36
ORD-979249,2024-03-21,2024-03,4757,China,Books,Comic,9,71.94,647.46
ORD-599284,2024-03-12,2024-03,3795,Mexico,Electronics,Laptop,6,1727.72,10366.32
ORD-285636,2024-03-15,2024-03,8654,Brazil,Automotive,Floor Mat,9,76.21,685.89
ORD-464032,2024-03-21,2024-03,8480,Brazil,Office Supplies,Sticky Notes,5,323.37,1616.85
ORD-532227,2024-03-03,2024-03,8891,Spain,Automotive,Seat Cover,6,226.51,1359.06
ORD-460589,2024-03-01,2024-03,5256,USA,Food,Pasta,3,54.72,164.16
ORD-414164,2024-03-16,2024-03,5698,Italy,Beauty,Moisturizer,8,474.01,3792.08
ORD-491794,2024-03-08,2024-03,1149,India,Toys,Plush Toy,9,400.42,3603.78
ORD-968668,2024-03-08,2024-03,4089,Japan,Toys,Drone,7,90.0,630.0
ORD-901676,2024-03-14,2024-03,7199,Canada,Books,Comic,9,316.41,2847.69
ORD-243260,2024-03-07,2024-03,5454,Japan,Home & Garden,Picture Frame,3,428.21,1284.63
ORD-615895,2024-03-15,2024-03,5744,India,Clothing,Scarf,10,143.35,1433.5
ORD-294969,2024-03-02,2024-03,4076,UK,Sports,Yoga Mat,1,485.16,485.16
ORD-344119,2024-03-23,2024-03,2675,UK,Home & Garden,Picture Frame,1,224.82,224.82
ORD-923892,2024-03-07,2024-03,2477,China,Food,Organic Coffee,5,37.48,187.4
ORD-984522,2024-03-26,2024-03,9165,Italy,Sports,Jump Rope,2,25.55,51.1
ORD-290425,2024-03-13,2024-03,3393,Spain,Electronics,Camera,8,189.2,1513.6
ORD-503489,2024-03-01,2024-03,4148,Netherlands,Home & Garden,Lamp,4,69.76,279.04
ORD-646453,2024-03-15,2024-03,8257,Germany,Books,Novel,2,370.31,740.62
ORD-759726,2024-03-10,2024-03,4415,Mexico,Beauty,Nail Polish,3,468.75,1406.25
ORD-477934,2024-03-16,2024-03,1691,France,Automotive,Dash Camera,4,322.87,1291.48
ORD-275490,2024-03-21,2024-03,1853,Germany,Books,Textbook,1,222.74,222.74
ORD-709303,2024-03-26,2024-03,5523,Japan,Office Supplies,Notebook,1,129.11,129.11
ORD-624203,2024-03-25,2024-03,8786,Australia,Office Supplies,Stapler,3,53.85,161.55
ORD-472787,2024-03-25,2024-03,2497,Sweden,Office Supplies,Desk Organizer,1,316.31,316.31
ORD-926867,2024-03-16,2024-03,3521,UK,Automotive,Dash Camera,9,124.01,1116.09
ORD-362874,2024-03-23,2024-03,6690,USA,Beauty,Lipstick,3,195.11,585.33
ORD-298994,2024-03-10,2024-03,1646,Brazil,Beauty,Brush Set,8,275.94,2207.52
ORD-681456,2024-03-24,2024-03,4057,Australia,Automotive,Phone Mount,10,239.51,2395.1
ORD-484945,2024-03-10,2024-03,3627,China,Clothing,Jacket,9,411.52,3703.68
ORD-998450,2024-03-06,2024-03,8439,Italy,Electronics,Keyboard,10,1771.72,17717.2
ORD-958835,2024-03-24,2024-03,6965,Australia,Office Supplies,Paper Clips,9,41.04,369.36
ORD-438270,2024-03-18,2024-03,7348,Spain,Books,Journal,5,85.52,427.6
ORD-975763,2024-03-17,2024-03,7714,Canada,Sports,Dumbbells,1,332.86,332.86
ORD-133362,2024-03-04,2024-03,3126,Germany,Food,Organic Coffee,2,51.11,102.22
ORD-113721,2024-03-12,2024-03,7366,USA,Beauty,Sunscreen,2,118.15,236.3
ORD-685126,2024-03-26,2024-03,4419,China,Beauty,Shampoo,6,323.07,1938.42
ORD-869969,2024-03-20,2024-03,7814,Netherlands,Sports,Yoga Mat,1,140.25,140.25
ORD-657487,2024-03-17,2024-03,2153,Germany,Home & Garden,Candle,4,57.59,230.36
ORD-685549,2024-03-22,2024-03,7313,Brazil,Books,Biography,3,131.89,395.67
ORD-209159,2024-03-15,2024-03,7802,Mexico,Clothing,Hoodie,7,354.25,2479.75
ORD-729057,2024-03-11,2024-03,3733,Brazil,Food,Spices,9,67.47,607.23
ORD-901305,2024-03-11,2024-03,8258,Brazil,Sports,Basketball,7,423.98,2967.86
ORD-880746,2024-03-18,2024-03,8054,India,Sports,Water Bottle,9,114.82,1033.38
ORD-398301,2024-03-13,2024-03,5162,China,Sports,Jump Rope,1,10.1,10.1
ORD-325258,2024-03-10,2024-03,1267,Sweden,Automotive,Air Freshener,4,13.22,52.88
ORD-699378,2024-03-18,2024-03,6159,Sweden,Electronics,Camera,10,1046.98,10469.8
ORD-484914,2024-03-12,2024-03,3534,China,Clothing,T-Shirt,5,86.49,432.45
ORD-696707,2024-03-10,2024-03,5093,Spain,Books,Comic,7,55.03,385.21
ORD-959324,2024-03-16,2024-03,4562,Spain,Clothing,Hoodie,10,94.72,947.2
ORD-182289,2024-03-24,2024-03,2562,USA,Office Supplies,Whiteboard,7,406.09,2842.63
ORD-907812,2024-03-27,2024-03,1916,Sweden,Sports,Basketball,2,222.81,445.62
ORD-419588,2024-03-25,2024-03,4714,Mexico,Office Supplies,Pen,1,319.77,319.77
ORD-831663,2024-03-19,2024-03,9591,Brazil,Electronics,Monitor,9,341.68,3075.12
ORD-889410,2024-03-24,2024-03,4617,Mexico,Food,Organic Coffee,8,99.75,798.0
ORD-238610,2024-03-10,2024-03,9269,Japan,Clothing,Sneakers,3,395.32,1185.96
ORD-375311,2024-03-24,2024-03,6507,India,Clothing,Scarf,7,34.16,239.12
ORD-604283,2024-03-23,2024-03,2393,Spain,Toys,Drone,3,73.88,221.64
ORD-871403,2024-03-19,2024-03,4245,Mexico,Beauty,Nail Polish,10,106.09,1060.9
ORD-817999,2024-03-09,2024-03,9589,Canada,Books,Biography,6,390.62,2343.72
ORD-461260,2024-03-12,2024-03,2467,Japan,Clothing,Shorts,6,180.67,1084.02
ORD-753453,2024-03-20,2024-03,1396,Australia,Home & Garden,Throw Blanket,8,412.58,3300.64
ORD-263568,2024-03-27,2024-03,3389,Sweden,Beauty,Moisturizer,6,124.41,746.46
ORD-114400,2024-03-20,2024-03,2405,Germany,Clothing,T-Shirt,5,464.1,2320.5
ORD-875959,2024-03-16,2024-03,6624,China,Clothing,Dress,4,21.15,84.6
ORD-606489,2024-03-17,2024-03,9814,Brazil,Books,Biography,9,377.67,3399.03
ORD-278593,2024-03-22,2024-03,3315,India,Electronics,Keyboard,5,1077.26,5386.3
ORD-587546,2024-03-23,2024-03,1984,Spain,Home & Garden,Vase,1,312.8,312.8
ORD-213132,2024-03-09,2024-03,1136,Mexico,Clothing,Shorts,6,334.86,2009.16
ORD-430779,2024-03-13,2024-03,1312,Germany,Home & Garden,Lamp,2,259.18,518.36
ORD-687923,2024-03-07,2024-03,8940,UK,Office Supplies,Notebook,8,255.32,2042.56
ORD-512509,2024-03-17,2024-03,1352,Sweden,Electronics,Headphones,8,644.61,5156.88
ORD-347678,2024-03-12,2024-03,3572,Mexico,Electronics,Monitor,5,742.99,3714.95
ORD-681896,2024-03-09,2024-03,9212,Mexico,Home & Garden,Plant Pot,1,440.55,440.55
ORD-865344,2024-03-13,2024-03,5590,Australia,Books,Cookbook,2,331.9,663.8
ORD-427557,2024-03-08,2024-03,7262,Japan,Automotive,Seat Cover,7,290.72,2035.04
ORD-817276,2024-03-21,2024-03,6395,Germany,Beauty,Perfume,9,77.9,701.1
ORD-550955,2024-03-23,2024-03,4314,Italy,Food,Pasta,3,90.37,271.11
ORD-293079,2024-03-03,2024-03,3378,Australia,Office Supplies,Stapler,2,283.1,566.2
ORD-531228,2024-03-11,2024-03,6203,Spain,Food,Organic Coffee,7,88.61,620.27
ORD-293720,2024-03-25,2024-03,5970,UK,Beauty,Sunscreen,3,102.09,306.27
ORD-343461,2024-03-19,2024-03,1429,India,Office Supplies,Whiteboard,10,310.06,3100.6
ORD-626725,2024-03-23,2024-03,4783,Canada,Electronics,Monitor,3,1570.66,4711.98
ORD-271742,2024-03-13,2024-03,8680,Netherlands,Sports,Running Shoes,3,250.81,752.43
ORD-533108,2024-03-25,2024-03,4166,Japan,Books,Novel,5,484.72,2423.6
ORD-747033,2024-03-06,2024-03,4646,Canada,Books,Biography,8,464.28,3714.24
ORD-737460,2024-03-08,2024-03,9027,Sweden,Sports,Jump Rope,1,219.5,219.5
ORD-650744,2024-03-24,2024-03,7232,India,Sports,Bicycle Helmet,9,290.25,2612.25
ORD-357657,2024-03-15,2024-03,1630,China,Automotive,Dash Camera,1,415.23,415.23
ORD-902328,2024-03-02,2024-03,9498,Italy,Automotive,Wiper,9,283.27,2549.43
ORD-583757,2024-03-13,2024-03,1807,China,Books,Comic,5,443.35,2216.75
ORD-586097,2024-03-02,2024-03,3727,India,Toys,Plush Toy,3,348.08,1044.24
ORD-241879,2024-03-25,2024-03,8400,UK,Clothing,Jeans,9,296.87,2671.83
ORD-847251,2024-03-01,2024-03,7440,China,Toys,Card Game,10,97.65,976.5
ORD-853270,2024-03-11,2024-03,4308,France,Beauty,Shampoo,3,348.94,1046.82
ORD-649262,2024-03-15,2024-03,3024,Italy,Clothing,Jeans,2,320.7,641.4
ORD-451475,2024-03-18,2024-03,7292,Japan,Automotive,Air Freshener,3,196.5,589.5
ORD-423026,2024-03-25,2024-03,3459,UK,Food,Honey,7,72.64,508.48
ORD-312705,2024-03-06,2024-03,6071,Mexico,Beauty,Sunscreen,3,67.6,202.8
ORD-669902,2024-03-15,2024-03,1057,USA,Office Supplies,Whiteboard,8,253.84,2030.72
ORD-575779,2024-03-07,2024-03,1094,Germany,Office Supplies,Envelope,8,298.54,2388.32
ORD-391622,2024-03-20,2024-03,7719,India,Beauty,Shampoo,9,13.22,118.98
ORD-252436,2024-03-02,2024-03,4401,UK,Electronics,Tablet,1,1323.89,1323.89
ORD-286906,2024-03-03,2024-03,1531,Australia,Office Supplies,Whiteboard,7,34.03,238.21
ORD-197649,2024-03-24,2024-03,3643,China,Home & Garden,Throw Blanket,1,293.69,293.69
ORD-984274,2024-03-13,2024-03,5903,Sweden,Sports,Basketball,7,411.93,2883.51
ORD-445200,2024-03-04,2024-03,2063,UK,Home & Garden,Clock,5,350.36,1751.8
ORD-699121,2024-03-07,2024-03,9635,Italy,Toys,Action Figure,2,309.91,619.82
ORD-547798,2024-03-23,2024-03,9666,Italy,Clothing,Scarf,5,306.34,1531.7
ORD-644951,2024-03-05,2024-03,6185,Sweden,Home & Garden,Cushion,8,311.0,2488.0
ORD-302957,2024-03-20,2024-03,9154,Sweden,Beauty,Perfume,5,124.03,620.15
ORD-938403,2024-03-21,2024-03,1025,China,Clothing,T-Shirt,4,400.4,1601.6
ORD-111846,2024-03-12,2024-03,7793,Australia,Toys,Board Game,4,284.6,1138.4
ORD-676710,2024-03-03,2024-03,4296,Spain,Home & Garden,Picture Frame,9,160.81,1447.29
ORD-745915,2024-03-11,2024-03,6307,Mexico,Electronics,Smartphone,10,715.66,7156.6
ORD-597549,2024-03-27,2024-03,1477,Australia,Food,Olive Oil,8,37.1,296.8
ORD-451387,2024-03-21,2024-03,1582,UK,Food,Chocolate,9,48.76,438.84
ORD-682145,2024-03-17,2024-03,8577,Netherlands,Toys,Board Game,6,156.68,940.08
ORD-169429,2024-03-22,2024-03,9779,India,Electronics,Headphones,6,696.85,4181.1
ORD-698717,2024-03-13,2024-03,3446,Australia,Home & Garden,Plant Pot,3,316.99,950.97
ORD-844321,2024-03-26,2024-03,7382,Netherlands,Food,Green Tea,6,76.4,458.4
ORD-573858,2024-03-16,2024-03,1518,Canada,Home & Garden,Lamp,6,439.75,2638.5
ORD-915572,2024-03-04,2024-03,5958,UK,Books,Comic,1,193.37,193.37
ORD-261562,2024-03-01,2024-03,4311,Brazil,Clothing,Scarf,9,401.52,3613.68
ORD-250255,2024-03-28,2024-03,4116,Italy,Sports,Jump Rope,6,266.58,1599.48
ORD-848344,2024-03-24,2024-03,2609,Germany,Automotive,Air Freshener,7,27.91,195.37
ORD-191305,2024-03-02,2024-03,9558,France,Clothing,T-Shirt,10,346.66,3466.6
ORD-123572,2024-03-17,2024-03,6460,Canada,Beauty,Moisturizer,5,385.43,1927.15
ORD-434652,2024-03-07,2024-03,6114,Germany,Books,Dictionary,9,150.42,1353.78
ORD-753205,2024-03-06,2024-03,8227,UK,Clothing,Dress,1,144.08,144.08
ORD-248433,2024-03-12,2024-03,9422,Brazil,Clothing,Sneakers,5,279.19,1395.95
ORD-666836,2024-03-03,2024-03,5641,UK,Office Supplies,Paper Clips,6,162.58,975.48
ORD-211072,2024-03-16,2024-03,8268,USA,Electronics,Tablet,1,1811.42,1811.42
ORD-721549,2024-03-13,2024-03,7284,Japan,Electronics,Smartphone,10,399.02,3990.2
ORD-182361,2024-03-11,2024-03,8304,France,Office Supplies,Desk Organizer,9,410.55,3694.95
ORD-201987,2024-03-27,2024-03,8629,Canada,Office Supplies,Stapler,8,403.15,3225.2
ORD-746910,2024-03-08,2024-03,8464,China,Home & Garden,Clock,3,474.25,1422.75
ORD-927094,2024-03-23,2024-03,5227,UK,Sports,Bicycle Helmet,6,459.46,2756.76
ORD-601903,2024-03-03,2024-03,6320,USA,Beauty,Brush Set,6,242.91,1457.46
ORD-632623,2024-03-12,2024-03,8556,Spain,Food,Pasta,3,62.42,187.26
ORD-658624,2024-03-18,2024-03,2686,Australia,Toys,Puzzle,5,328.23,1641.15
ORD-605806,2024-03-20,2024-03,8552,Germany,Toys,Drone,3,129.41,388.23
ORD-922412,2024-03-27,2024-03,7288,Germany,Clothing,Hoodie,7,350.09,2450.63
ORD-875282,2024-03-23,2024-03,8132,Brazil,Office Supplies,Desk Organizer,2,125.72,251.44
ORD-284731,2024-03-18,2024-03,8972,Australia,Clothing,Scarf,8,57.85,462.8
ORD-908812,2024-03-04,2024-03,6046,India,Toys,Puzzle,10,345.9,3459.0
ORD-956721,2024-03-22,2024-03,7208,Mexico,Sports,Jump Rope,4,40.13,160.52
ORD-657062,2024-03-05,2024-03,3276,Spain,Office Supplies,Pen,8,333.83,2670.64
ORD-414295,2024-03-07,2024-03,5775,Germany,Toys,Art Set,6,343.94,2063.64
ORD-523831,2024-03-19,2024-03,5989,Canada,Toys,Card Game,9,13.98,125.82
ORD-837520,2024-03-18,2024-03,3089,Australia,Home & Garden,Plant Pot,1,484.27,484.27
ORD-513420,2024-03-01,2024-03,6885,Netherlands,Clothing,Dress,10,125.27,1252.7
ORD-597938,2024-03-14,2024-03,6212,Japan,Toys,Drone,3,277.11,831.33
ORD-402483,2024-03-12,2024-03,3278,Netherlands,Books,Travel Guide,3,421.58,1264.74
ORD-789886,2024-03-21,2024-03,3056,Canada,Food,Organic Coffee,8,6.49,51.92
ORD-927251,2024-03-21,2024-03,8155,UK,Food,Green Tea,8,81.56,652.48
ORD-503402,2024-03-17,2024-03,7974,China,Office Supplies,Stapler,8,217.82,1742.56
ORD-987938,2024-03-20,2024-03,6821,Japan,Books,Cookbook,8,13.64,109.12
ORD-139704,2024-03-18,2024-03,4878,Japan,Automotive,Floor Mat,1,292.41,292.41
ORD-248989,2024-03-16,2024-03,8917,India,Sports,Dumbbells,2,481.25,962.5
ORD-192742,2024-03-03,2024-03,9624,Brazil,Home & Garden,Clock,10,266.44,2664.4
ORD-427679,2024-03-21,2024-03,5017,Mexico,Beauty,Shampoo,10,274.21,2742.1
ORD-701846,2024-03-15,2024-03,1864,China,Sports,Yoga Mat,8,261.2,2089.6
ORD-828813,2024-03-10,2024-03,6431,Spain,Toys,Card Game,1,151.71,151.71
ORD-700687,2024-03-21,2024-03,5981,USA,Office Supplies,Whiteboard,3,241.85,725.55
ORD-180595,2024-03-16,2024-03,1845,France,Home & Garden,Plant Pot,9,50.43,453.87
ORD-114892,2024-03-09,2024-03,5552,India,Home & Garden,Throw Blanket,5,144.86,724.3
ORD-487728,2024-03-19,2024-03,2827,Sweden,Office Supplies,Stapler,8,372.09,2976.72
ORD-459502,2024-03-06,2024-03,3873,China,Home & Garden,Vase,1,401.69,401.69
ORD-907789,2024-03-16,2024-03,2382,Netherlands,Food,Honey,7,76.51,535.57
ORD-870033,2024-03-21,2024-03,7277,Italy,Books,Journal,10,91.97,919.7
ORD-586554,2024-03-27,2024-03,6653,Spain,Electronics,Camera,3,276.19,828.57
ORD-345011,2024-03-24,2024-03,7533,China,Beauty,Sunscreen,9,474.64,4271.76
ORD-112439,2024-03-05,2024-03,7222,France,Toys,Art Set,7,269.92,1889.44
ORD-202093,2024-03-11,2024-03,5731,Mexico,Beauty,Nail Polish,1,481.26,481.26
ORD-383457,2024-03-21,2024-03,9704,India,Sports,Bicycle Helmet,6,430.59,2583.54
ORD-869983,2024-03-19,2024-03,5375,Mexico,Clothing,Dress,4,201.67,806.68
ORD-674213,2024-03-23,2024-03,4193,Mexico,Automotive,Phone Mount,6,496.68,2980.08
ORD-818798,2024-03-14,2024-03,1173,USA,Electronics,Smartphone,2,240.51,481.02
ORD-124851,2024-03-10,2024-03,8306,Italy,Sports,Water Bottle,1,133.43,133.43
ORD-190582,2024-03-21,2024-03,2506,India,Electronics,Headphones,2,287.49,574.98
ORD-408877,2024-03-04,2024-03,3128,Sweden,Toys,Lego Set,5,350.87,1754.35
ORD-369836,2024-03-09,2024-03,8650,Sweden,Clothing,Scarf,6,386.99,2321.94
ORD-162976,2024-03-02,2024-03,3653,Spain,Clothing,Dress,6,197.57,1185.42
ORD-739947,2024-03-03,2024-03,5230,China,Home & Garden,Throw Blanket,4,250.94,1003.76
ORD-328994,2024-03-05,2024-03,7432,Canada,Food,Chocolate,7,56.36,394.52
ORD-862886,2024-03-02,2024-03,2740,Canada,Beauty,Sunscreen,10,45.73,457.3
ORD-139673,2024-03-16,2024-03,5105,Sweden,Beauty,Moisturizer,1,82.94,82.94
ORD-103883,2024-03-11,2024-03,7397,Italy,Home & Garden,Throw Blanket,10,453.26,4532.6
ORD-666366,2024-03-13,2024-03,9444,Japan,Beauty,Brush Set,2,423.58,847.16
ORD-694798,2024-03-27,2024-03,4700,Italy,Electronics,Keyboard,2,1570.67,3141.34
ORD-483102,2024-03-10,2024-03,9770,Mexico,Sports,Basketball,2,206.3,412.6
ORD-779259,2024-03-15,2024-03,9759,Netherlands,Sports,Dumbbells,5,382.62,1913.1
ORD-211954,2024-03-22,2024-03,4327,Japan,Food,Organic Coffee,7,23.15,162.05
ORD-246740,2024-03-21,2024-03,6886,Sweden,Beauty,Shampoo,4,224.61,898.44
ORD-166052,2024-03-19,2024-03,1584,Italy,Books,Novel,7,126.86,888.02
ORD-138842,2024-03-27,2024-03,9856,Brazil,Home & Garden,Clock,1,407.77,407.77
ORD-321960,2024-03-24,2024-03,6558,Spain,Electronics,Monitor,2,133.49,266.98
ORD-138669,2024-03-19,2024-03,9570,Italy,Beauty,Perfume,2,124.16,248.32
ORD-115063,2024-03-20,2024-03,3319,China,Beauty,Moisturizer,3,32.44,97.32
ORD-278980,2024-03-26,2024-03,3822,Netherlands,Electronics,Camera,10,239.72,2397.2
ORD-166175,2024-03-20,2024-03,2047,China,Clothing,Jeans,4,401.6,1606.4
ORD-439984,2024-03-27,2024-03,4320,Spain,Toys,Card Game,7,491.27,3438.89
ORD-901351,2024-03-27,2024-03,2979,Australia,Office Supplies,Stapler,4,482.7,1930.8
ORD-894348,2024-03-03,2024-03,1746,Australia,Office Supplies,Stapler,3,69.17,207.51
ORD-142675,2024-03-06,2024-03,7801,Brazil,Food,Rice,10,46.67,466.7
ORD-184643,2024-03-06,2024-03,3185,Spain,Clothing,Shorts,8,17.66,141.28
ORD-397514,2024-03-03,2024-03,1104,Sweden,Electronics,Tablet,10,1428.15,14281.5
ORD-572298,2024-03-05,2024-03,7819,Germany,Beauty,Perfume,9,323.51,2911.59
ORD-852037,2024-03-23,2024-03,7750,India,Books,Cookbook,3,28.43,85.29
ORD-539128,2024-03-27,2024-03,9190,Mexico,Office Supplies,Notebook,6,393.47,2360.82
ORD-748985,2024-03-04,2024-03,1074,Germany,Automotive,Seat Cover,2,493.44,986.88
ORD-389854,2024-03-25,2024-03,6929,China,Automotive,Seat Cover,4,316.97,1267.88
ORD-621682,2024-03-05,2024-03,1869,Spain,Books,Textbook,8,345.77,2766.16
ORD-555786,2024-03-21,2024-03,3888,USA,Food,Organic Coffee,4,39.6,158.4
ORD-284431,2024-03-04,2024-03,5118,USA,Sports,Jump Rope,9,372.8,3355.2
ORD-856445,2024-03-04,2024-03,3589,Brazil,Electronics,Mouse,4,188.18,752.72
ORD-341238,2024-03-07,2024-03,8287,Japan,Office Supplies,Desk Organizer,6,376.07,2256.42
ORD-493774,2024-03-08,2024-03,2804,Canada,Sports,Water Bottle,4,371.5,1486.0
ORD-251981,2024-03-16,2024-03,4615,India,Clothing,Scarf,7,36.63,256.41
ORD-854787,2024-03-13,2024-03,4541,UK,Office Supplies,Envelope,8,193.01,1544.08
ORD-162549,2024-03-11,2024-03,4181,Germany,Sports,Tennis Racket,10,72.33,723.3
ORD-897273,2024-03-15,2024-03,5597,Netherlands,Food,Green Tea,3,48.56,145.68
ORD-278190,2024-03-06,2024-03,6629,India,Books,Comic,10,396.88,3968.8
ORD-720317,2024-03-17,2024-03,4763,Netherlands,Clothing,Shorts,4,249.71,998.84
ORD-359870,2024-03-24,2024-03,8757,USA,Beauty,Sunscreen,4,219.77,879.08
ORD-105324,2024-03-19,2024-03,6362,Sweden,Toys,Action Figure,10,473.66,4736.6
ORD-546376,2024-03-24,2024-03,7844,China,Electronics,Laptop,1,1548.78,1548.78
ORD-574419,2024-03-26,2024-03,9701,Spain,Toys,Art Set,2,351.36,702.72
ORD-328596,2024-03-25,2024-03,9114,Brazil,Books,Textbook,7,16.09,112.63
ORD-603088,2024-03-21,2024-03,3174,Germany,Sports,Tennis Racket,1,499.49,499.49
ORD-576935,2024-03-19,2024-03,5994,Netherlands,Food,Chocolate,1,75.99,75.99
ORD-838094,2024-03-28,2024-03,3271,Spain,Toys,Lego Set,8,191.51,1532.08
ORD-410997,2024-03-23,2024-03,1022,Sweden,Clothing,Shorts,1,173.12,173.12
ORD-871501,2024-03-22,2024-03,7977,Spain,Home & Garden,Vase,6,49.67,298.02
ORD-587957,2024-03-02,2024-03,1898,Sweden,Automotive,Phone Mount,6,64.37,386.22
ORD-687997,2024-03-21,2024-03,1669,UK,Sports,Basketball,2,283.81,567.62
ORD-873199,2024-03-18,2024-03,4354,Germany,Food,Rice,8,15.79,126.32
ORD-390607,2024-03-09,2024-03,4437,Australia,Books,Dictionary,7,256.75,1797.25
ORD-969856,2024-03-15,2024-03,1892,Australia,Clothing,Hoodie,9,248.25,2234.25
ORD-297503,2024-03-20,2024-03,3010,China,Beauty,Sunscreen,2,190.39,380.78
ORD-214677,2024-03-06,2024-03,8501,Japan,Clothing,Jeans,2,151.3,302.6
ORD-645980,2024-03-05,2024-03,3699,Italy,Home & Garden,Candle,4,253.2,1012.8
ORD-463541,2024-03-18,2024-03,1371,Mexico,Home & Garden,Lamp,8,466.54,3732.32
ORD-975505,2024-03-07,2024-03,7883,France,Beauty,Moisturizer,4,40.85,163.4
ORD-609763,2024-03-11,2024-03,9513,India,Sports,Bicycle Helmet,6,331.32,1987.92
ORD-280079,2024-03-10,2024-03,9686,China,Automotive,Oil Filter,5,287.95,1439.75
ORD-255544,2024-03-10,2024-03,5259,Australia,Books,Journal,1,387.18,387.18
ORD-399102,2024-03-20,2024-03,6785,UK,Home & Garden,Clock,9,462.82,4165.38
ORD-702433,2024-03-08,2024-03,3986,UK,Food,Honey,6,16.11,96.66
ORD-797883,2024-03-06,2024-03,3072,Australia,Beauty,Sunscreen,1,110.53,110.53
ORD-659565,2024-03-15,2024-03,6192,Australia,Sports,Running Shoes,3,274.53,823.59
ORD-435772,2024-03-16,2024-03,5940,Japan,Clothing,T-Shirt,8,386.57,3092.56
ORD-890795,2024-03-23,2024-03,3556,Mexico,Electronics,Monitor,5,626.34,3131.7
ORD-142027,2024-03-23,2024-03,3409,Australia,Office Supplies,Envelope,8,65.03,520.24
ORD-567636,2024-03-01,2024-03,3284,France,Automotive,Dash Camera,4,206.8,827.2
ORD-652005,2024-03-20,2024-03,6855,USA,Clothing,Hoodie,10,324.24,3242.4
ORD-809952,2024-03-03,2024-03,4639,USA,Home & Garden,Vase,8,273.82,2190.56
ORD-636405,2024-03-16,2024-03,2431,Germany,Automotive,Wiper,10,165.7,1657.0
ORD-504868,2024-03-23,2024-03,1918,UK,Sports,Bicycle Helmet,6,428.36,2570.16
ORD-688285,2024-03-12,2024-03,7108,Australia,Electronics,Camera,8,650.77,5206.16
ORD-271746,2024-03-14,2024-03,2435,Italy,Books,Journal,5,403.81,2019.05
ORD-317877,2024-03-19,2024-03,7944,Netherlands,Toys,Lego Set,3,302.99,908.97
ORD-106940,2024-03-19,2024-03,5968,Canada,Beauty,Face Mask,2,380.5,761.0
ORD-891930,2024-03-18,2024-03,7708,UK,Home & Garden,Lamp,10,236.44,2364.4
ORD-144284,2024-03-13,2024-03,3243,Netherlands,Books,Cookbook,8,151.84,1214.72
ORD-128143,2024-03-18,2024-03,5947,China,Office Supplies,Whiteboard,4,372.53,1490.12
ORD-230208,2024-03-21,2024-03,1040,France,Food,Pasta,8,84.25,674.0
ORD-225152,2024-03-23,2024-03,5713,China,Toys,Lego Set,1,325.95,325.95
ORD-693047,2024-03-24,2024-03,5541,India,Beauty,Shampoo,8,187.26,1498.08
ORD-868561,2024-03-27,2024-03,8144,Italy,Home & Garden,Clock,9,68.6,617.4
ORD-826959,2024-03-02,2024-03,1287,India,Home & Garden,Throw Blanket,8,81.61,652.88
ORD-151081,2024-03-09,2024-03,3219,USA,Sports,Running Shoes,6,186.97,1121.82
ORD-901834,2024-03-07,2024-03,5749,Brazil,Home & Garden,Candle,3,385.56,1156.68
ORD-384645,2024-03-11,2024-03,2548,Brazil,Office Supplies,Stapler,5,437.5,2187.5
ORD-395087,2024-03-05,2024-03,6939,Netherlands,Clothing,Hoodie,9,16.32,146.88
ORD-627835,2024-03-06,2024-03,7111,Australia,Beauty,Nail Polish,3,60.18,180.54
ORD-958620,2024-03-15,2024-03,4622,Japan,Books,Textbook,2,458.86,917.72
ORD-956727,2024-03-10,2024-03,3150,Australia,Electronics,Mouse,3,1397.55,4192.65
ORD-333159,2024-03-23,2024-03,8240,UK,Office Supplies,Desk Organizer,2,159.3,318.6
ORD-545440,2024-03-05,2024-03,3108,France,Food,Olive Oil,2,24.93,49.86
ORD-305888,2024-03-16,2024-03,2830,Spain,Clothing,T-Shirt,1,381.09,381.09
ORD-169465,2024-03-04,2024-03,2766,China,Electronics,Laptop,1,1821.63,1821.63
ORD-716146,2024-03-04,2024-03,5942,Spain,Electronics,Smartphone,4,1844.19,7376.76
ORD-707913,2024-03-03,2024-03,4277,USA,Food,Rice,5,18.83,94.15
ORD-353569,2024-03-17,2024-03,6698,Netherlands,Sports,Running Shoes,10,392.59,3925.9
ORD-654527,2024-03-27,2024-03,9272,Canada,Office Supplies,Notebook,1,293.29,293.29
ORD-324411,2024-03-25,2024-03,4555,UK,Books,Comic,2,273.19,546.38
ORD-289633,2024-03-19,2024-03,9260,Italy,Beauty,Face Mask,2,100.71,201.42
